feature_index,feature_name,component,feature_type,importance
1228,cxz_175,175,off_diagonal,2.573456e-05
478,cxy_68,68,off_diagonal,2.5703892e-05
1649,cyy_235,235,diagonal,2.5680913e-05
125,czz_17,17,diagonal,2.5676056e-05
131,cyz_18,18,off_diagonal,2.563039e-05
2774,cxy_396,396,off_diagonal,2.5625428e-05
3020,cxz_431,431,off_diagonal,2.559713e-05
1064,w_152,152,weight,2.5497357e-05
2887,cxz_412,412,off_diagonal,2.5496518e-05
2921,cxy_417,417,off_diagonal,2.5468911e-05
1273,czz_181,181,diagonal,2.5430902e-05
904,cxx_129,129,diagonal,2.5404064e-05
3292,cxy_470,470,off_diagonal,2.534173e-05
454,czz_64,64,diagonal,2.533283e-05
628,cyz_89,89,off_diagonal,2.5304393e-05
1477,w_211,211,weight,2.5255269e-05
1429,cxx_204,204,diagonal,2.525513e-05
1485,cxx_212,212,diagonal,2.5120748e-05
235,cyy_33,33,diagonal,2.507615e-05
2312,cxy_330,330,off_diagonal,2.5063699e-05
2207,cxy_315,315,off_diagonal,2.5010131e-05
1066,cxy_152,152,off_diagonal,2.4941673e-05
1290,cxy_184,184,off_diagonal,2.4929575e-05
1847,czz_263,263,diagonal,2.490364e-05
1796,cyy_256,256,diagonal,2.4889392e-05
2692,cyy_384,384,diagonal,2.4884834e-05
3133,cyy_447,447,diagonal,2.4838439e-05
1721,czz_245,245,diagonal,2.4828716e-05
2738,cxx_391,391,diagonal,2.4823334e-05
1628,cyy_232,232,diagonal,2.4822075e-05
2309,czz_329,329,diagonal,2.4808296e-05
3000,cyy_428,428,diagonal,2.4790414e-05
70,w_10,10,weight,2.4736417e-05
3391,cxz_484,484,off_diagonal,2.4725763e-05
314,czz_44,44,diagonal,2.4724888e-05
1005,cyy_143,143,diagonal,2.4721385e-05
3367,w_481,481,weight,2.4715186e-05
109,cyy_15,15,diagonal,2.4707037e-05
2149,w_307,307,weight,2.4641258e-05
860,czz_122,122,diagonal,2.4603494e-05
2923,cyy_417,417,diagonal,2.457982e-05
746,cyy_106,106,diagonal,2.4563826e-05
2297,cxx_328,328,diagonal,2.4538605e-05
926,cxy_132,132,off_diagonal,2.4529212e-05
2498,czz_356,356,diagonal,2.4470473e-05
2300,cyy_328,328,diagonal,2.4444284e-05
281,cxx_40,40,diagonal,2.4421346e-05
3191,czz_455,455,diagonal,2.44161e-05
865,cyy_123,123,diagonal,2.4345298e-05
2902,cyy_414,414,diagonal,2.4328354e-05
2834,czz_404,404,diagonal,2.4300722e-05
2085,czz_297,297,diagonal,2.4284078e-05
1321,cyz_188,188,off_diagonal,2.4272378e-05
929,cyz_132,132,off_diagonal,2.42499e-05
3026,cxy_432,432,off_diagonal,2.4240762e-05
3105,cyy_443,443,diagonal,2.4237263e-05
1555,cxx_222,222,diagonal,2.4225876e-05
1839,cyz_262,262,off_diagonal,2.4152598e-05
3258,cxz_465,465,off_diagonal,2.4123452e-05
3370,cxz_481,481,off_diagonal,2.4102874e-05
641,cyy_91,91,diagonal,2.4090306e-05
544,cyz_77,77,off_diagonal,2.4089855e-05
2388,cxx_341,341,diagonal,2.4049998e-05
1038,cxy_148,148,off_diagonal,2.4010827e-05
2621,cxz_374,374,off_diagonal,2.3987643e-05
3009,czz_429,429,diagonal,2.3980387e-05
1744,cxx_249,249,diagonal,2.396396e-05
3121,czz_445,445,diagonal,2.3962333e-05
2304,cxx_329,329,diagonal,2.3913279e-05
640,cxz_91,91,off_diagonal,2.3872568e-05
593,cyz_84,84,off_diagonal,2.3843728e-05
1214,cxz_173,173,off_diagonal,2.3817702e-05
298,cyy_42,42,diagonal,2.3782359e-05
1185,cxy_169,169,off_diagonal,2.3761368e-05
2368,cxy_338,338,off_diagonal,2.3722956e-05
771,cxx_110,110,diagonal,2.3721095e-05
2396,cxy_342,342,off_diagonal,2.3657783e-05
2354,cxy_336,336,off_diagonal,2.3650762e-05
2067,cxy_295,295,off_diagonal,2.3649454e-05
2936,cxz_419,419,off_diagonal,2.3627246e-05
726,cyz_103,103,off_diagonal,2.356489e-05
1142,cxx_163,163,diagonal,2.3519831e-05
1834,w_262,262,weight,2.3493145e-05
1160,cyz_165,165,off_diagonal,2.3468174e-05
23,cxy_3,3,off_diagonal,2.3429484e-05
2315,cyz_330,330,off_diagonal,2.342209e-05
948,cxz_135,135,off_diagonal,2.3395249e-05
1481,cyy_211,211,diagonal,2.3386761e-05
1633,cxy_233,233,off_diagonal,2.3327155e-05
466,cyy_66,66,diagonal,2.3310782e-05
238,w_34,34,weight,2.3287294e-05
2850,cxx_407,407,diagonal,2.3211598e-05
702,cxy_100,100,off_diagonal,2.3204871e-05
2830,cxy_404,404,off_diagonal,2.3196557e-05
1192,cxy_170,170,off_diagonal,2.31921e-05
391,czz_55,55,diagonal,2.3087236e-05
230,czz_32,32,diagonal,2.307923e-05
34,czz_4,4,diagonal,2.3011182e-05
1091,czz_155,155,diagonal,2.3011115e-05
1331,cxx_190,190,diagonal,2.300512e-05
2105,cyz_300,300,off_diagonal,2.2968019e-05
2185,cxx_312,312,diagonal,2.2960576e-05
2928,cxy_418,418,off_diagonal,2.2957622e-05
266,w_38,38,weight,2.2929296e-05
2444,cxx_349,349,diagonal,2.2889013e-05
596,cxx_85,85,diagonal,2.28501e-05
5,cyz_0,0,off_diagonal,2.2756982e-05
2186,cxy_312,312,off_diagonal,2.2722075e-05
1022,w_146,146,weight,2.2710938e-05
183,cxx_26,26,diagonal,2.26412e-05
2796,cxz_399,399,off_diagonal,2.262496e-05
3242,cxx_463,463,diagonal,2.2621001e-05
1949,cxz_278,278,off_diagonal,2.2614597e-05
2403,cxy_343,343,off_diagonal,2.2580582e-05
389,cyy_55,55,diagonal,2.2569935e-05
1711,cxz_244,244,off_diagonal,2.2547849e-05
1693,czz_241,241,diagonal,2.2540964e-05
2695,w_385,385,weight,2.2540917e-05
1217,czz_173,173,diagonal,2.2522932e-05
1047,cyy_149,149,diagonal,2.2498274e-05
2441,cyz_348,348,off_diagonal,2.2455572e-05
669,cyy_95,95,diagonal,2.2454278e-05
2481,cxz_354,354,off_diagonal,2.2433973e-05
101,cxz_14,14,off_diagonal,2.2428074e-05
1444,cxy_206,206,off_diagonal,2.2410572e-05
2795,cxy_399,399,off_diagonal,2.235649e-05
682,cxz_97,97,off_diagonal,2.234483e-05
2773,cxx_396,396,diagonal,2.2278893e-05
2019,cxz_288,288,off_diagonal,2.2168308e-05
1545,cyz_220,220,off_diagonal,2.2128714e-05
907,cyy_129,129,diagonal,2.2067072e-05
2038,cxx_291,291,diagonal,2.2061462e-05
1793,cxx_256,256,diagonal,2.2056565e-05
1643,cyz_234,234,off_diagonal,2.203644e-05
527,cxy_75,75,off_diagonal,2.1995746e-05
480,cyy_68,68,diagonal,2.196727e-05
2941,cxx_420,420,diagonal,2.1948652e-05
3172,cxx_453,453,diagonal,2.1941818e-05
16,cxy_2,2,off_diagonal,2.1877411e-05
2372,czz_338,338,diagonal,2.1852666e-05
2005,cxz_286,286,off_diagonal,2.1839598e-05
1781,cxz_254,254,off_diagonal,2.1837073e-05
1542,cxy_220,220,off_diagonal,2.1818807e-05
1382,cxz_197,197,off_diagonal,2.1765334e-05
670,cyz_95,95,off_diagonal,2.1763943e-05
2144,cxy_306,306,off_diagonal,2.1690155e-05
3341,cxy_477,477,off_diagonal,2.1605469e-05
2689,cxx_384,384,diagonal,2.1543408e-05
1522,cxz_217,217,off_diagonal,2.1499705e-05
3149,czz_449,449,diagonal,2.149811e-05
930,czz_132,132,diagonal,2.1478452e-05
1768,cyy_252,252,diagonal,2.1335529e-05
200,cyy_28,28,diagonal,2.132319e-05
2587,cyy_369,369,diagonal,2.1268825e-05
1872,cxz_267,267,off_diagonal,2.120916e-05
1139,cyz_162,162,off_diagonal,2.119731e-05
1157,cxy_165,165,off_diagonal,2.119216e-05
745,cxz_106,106,off_diagonal,2.1177737e-05
3043,cyz_434,434,off_diagonal,2.1161815e-05
2343,cyz_334,334,off_diagonal,2.11434e-05
1240,cxx_177,177,diagonal,2.1126862e-05
464,cxy_66,66,off_diagonal,2.1016696e-05
1076,cyz_153,153,off_diagonal,2.0867792e-05
2095,cxy_299,299,off_diagonal,2.0781392e-05
368,cyy_52,52,diagonal,2.0762114e-05
2929,cxz_418,418,off_diagonal,2.0730462e-05
1817,cyy_259,259,diagonal,2.0711233e-05
178,cxz_25,25,off_diagonal,2.068178e-05
730,cxy_104,104,off_diagonal,2.0674941e-05
1127,w_161,161,weight,2.067294e-05
1133,czz_161,161,diagonal,2.0645737e-05
2209,cyy_315,315,diagonal,2.0632931e-05
958,czz_136,136,diagonal,2.061032e-05
3177,czz_453,453,diagonal,2.0590396e-05
3397,cxy_485,485,off_diagonal,2.0527239e-05
1626,cxy_232,232,off_diagonal,2.0518395e-05
3018,cxx_431,431,diagonal,2.0477997e-05
1917,czz_273,273,diagonal,2.0467145e-05
2451,cxx_350,350,diagonal,2.041935e-05
376,cyz_53,53,off_diagonal,2.0398977e-05
1863,cxx_266,266,diagonal,2.0364094e-05
1987,czz_283,283,diagonal,2.0332298e-05
1657,cyz_236,236,off_diagonal,2.0330663e-05
373,cxy_53,53,off_diagonal,2.0317913e-05
3064,cyz_437,437,off_diagonal,2.031062e-05
2249,cxy_321,321,off_diagonal,2.0295738e-05
1222,cyy_174,174,diagonal,2.0264968e-05
784,w_112,112,weight,2.0217487e-05
2505,czz_357,357,diagonal,2.0179923e-05
370,czz_52,52,diagonal,2.0136598e-05
1923,cyz_274,274,off_diagonal,2.0123205e-05
2336,cyz_333,333,off_diagonal,2.0071026e-05
754,cyz_107,107,off_diagonal,2.0041352e-05
2815,cxx_402,402,diagonal,2.0038604e-05
2332,cxx_333,333,diagonal,2.0030024e-05
3434,cyy_490,490,diagonal,2.002092e-05
2926,w_418,418,weight,1.9990503e-05
1961,cxx_280,280,diagonal,1.9983807e-05
1942,cxz_277,277,off_diagonal,1.9975183e-05
2518,cyz_359,359,off_diagonal,1.9937153e-05
2041,cyy_291,291,diagonal,1.9869181e-05
202,czz_28,28,diagonal,1.9863748e-05
1380,cxx_197,197,diagonal,1.985979e-05
3008,cyz_429,429,off_diagonal,1.9843048e-05
2660,w_380,380,weight,1.9813915e-05
2134,czz_304,304,diagonal,1.9769564e-05
2103,cxz_300,300,off_diagonal,1.9688596e-05
560,w_80,80,weight,1.9683359e-05
2739,cxy_391,391,off_diagonal,1.9659437e-05
2467,cxz_352,352,off_diagonal,1.9649167e-05
57,cxx_8,8,diagonal,1.9548079e-05
2412,cyy_344,344,diagonal,1.9485457e-05
2930,cyy_418,418,diagonal,1.9482544e-05
207,cyy_29,29,diagonal,1.9482535e-05
2334,cxz_333,333,off_diagonal,1.947037e-05
2363,cyy_337,337,diagonal,1.926924e-05
1640,cxy_234,234,off_diagonal,1.9225552e-05
2171,cxx_310,310,diagonal,1.9172148e-05
1990,cxy_284,284,off_diagonal,1.9159936e-05
1764,w_252,252,weight,1.9136636e-05
858,cyy_122,122,diagonal,1.9100356e-05
390,cyz_55,55,off_diagonal,1.9099987e-05
3107,czz_443,443,diagonal,1.9071946e-05
1772,cxx_253,253,diagonal,1.9022253e-05
2490,cyz_355,355,off_diagonal,1.9007537e-05
2892,cxx_413,413,diagonal,1.9001072e-05
3155,cyz_450,450,off_diagonal,1.8991097e-05
3270,cxx_467,467,diagonal,1.8971738e-05
1856,cxx_265,265,diagonal,1.8968038e-05
553,w_79,79,weight,1.8963885e-05
1488,cyy_212,212,diagonal,1.891943e-05
3400,cyz_485,485,off_diagonal,1.890957e-05
3055,cxz_436,436,off_diagonal,1.8848286e-05
461,czz_65,65,diagonal,1.8836334e-05
1614,cyy_230,230,diagonal,1.8759722e-05
2174,cyy_310,310,diagonal,1.875713e-05
2046,cxy_292,292,off_diagonal,1.8743982e-05
3053,cxx_436,436,diagonal,1.873598e-05
1810,cyy_258,258,diagonal,1.870649e-05
1426,cyz_203,203,off_diagonal,1.8682838e-05
1026,cyy_146,146,diagonal,1.8672392e-05
2266,cyz_323,323,off_diagonal,1.8641851e-05
1706,cyz_243,243,off_diagonal,1.8556639e-05
1102,cxz_157,157,off_diagonal,1.8517887e-05
1373,cxx_196,196,diagonal,1.848807e-05
2925,czz_417,417,diagonal,1.8475055e-05
1376,cyy_196,196,diagonal,1.8421857e-05
2664,cyy_380,380,diagonal,1.8371487e-05
1474,cyy_210,210,diagonal,1.8331459e-05
2280,cyz_325,325,off_diagonal,1.8308288e-05
844,cyy_120,120,diagonal,1.8278168e-05
452,cyy_64,64,diagonal,1.825849e-05
2844,cxy_406,406,off_diagonal,1.8237484e-05
2687,czz_383,383,diagonal,1.8200039e-05
179,cyy_25,25,diagonal,1.8176886e-05
38,cxz_5,5,off_diagonal,1.8126268e-05
2450,w_350,350,weight,1.8106879e-05
2253,czz_321,321,diagonal,1.8097886e-05
2524,cyy_360,360,diagonal,1.8070034e-05
661,cxz_94,94,off_diagonal,1.8067556e-05
1144,cxz_163,163,off_diagonal,1.7931627e-05
2971,cxz_424,424,off_diagonal,1.7891589e-05
1656,cyy_236,236,diagonal,1.7785198e-05
643,czz_91,91,diagonal,1.7752685e-05
3307,cxz_472,472,off_diagonal,1.7746708e-05
2935,cxy_419,419,off_diagonal,1.7736149e-05
1003,cxy_143,143,off_diagonal,1.7680186e-05
1455,czz_207,207,diagonal,1.7677065e-05
180,cyz_25,25,off_diagonal,1.7614291e-05
494,cyy_70,70,diagonal,1.7607192e-05
2839,cyy_405,405,diagonal,1.7606682e-05
1288,w_184,184,weight,1.7573317e-05
1789,cyy_255,255,diagonal,1.755719e-05
2809,cxy_401,401,off_diagonal,1.7406772e-05
1650,cyz_235,235,off_diagonal,1.740464e-05
411,cyz_58,58,off_diagonal,1.7318496e-05
3142,czz_448,448,diagonal,1.7296945e-05
470,cxx_67,67,diagonal,1.7247134e-05
3300,cxz_471,471,off_diagonal,1.722961e-05
2233,w_319,319,weight,1.721305e-05
3322,cyy_474,474,diagonal,1.7211998e-05
2222,cxz_317,317,off_diagonal,1.7203383e-05
387,cxy_55,55,off_diagonal,1.719413e-05
2632,w_376,376,weight,1.7188911e-05
130,cyy_18,18,diagonal,1.7137585e-05
2346,cxx_335,335,diagonal,1.7116696e-05
1202,cyz_171,171,off_diagonal,1.709716e-05
2507,cxx_358,358,diagonal,1.709109e-05
2213,cxx_316,316,diagonal,1.7048971e-05
257,cyz_36,36,off_diagonal,1.7035429e-05
1173,cyy_167,167,diagonal,1.7001656e-05
2230,cyy_318,318,diagonal,1.6974524e-05
1892,cxy_270,270,off_diagonal,1.6962322e-05
240,cxy_34,34,off_diagonal,1.6960514e-05
1869,w_267,267,weight,1.695501e-05
709,cxy_101,101,off_diagonal,1.6953767e-05
2993,cyy_427,427,diagonal,1.6937636e-05
660,cxy_94,94,off_diagonal,1.6910042e-05
816,cyy_116,116,diagonal,1.690597e-05
1596,w_228,228,weight,1.6859034e-05
2858,cxy_408,408,off_diagonal,1.6847845e-05
2526,czz_360,360,diagonal,1.6841457e-05
2890,czz_412,412,diagonal,1.6834627e-05
1287,czz_183,183,diagonal,1.6826412e-05
1182,czz_168,168,diagonal,1.6781203e-05
1992,cyy_284,284,diagonal,1.6761413e-05
992,cyz_141,141,off_diagonal,1.6754533e-05
2962,cxx_423,423,diagonal,1.673577e-05
2996,w_428,428,weight,1.672364e-05
3057,cyz_436,436,off_diagonal,1.6697837e-05
1334,cyy_190,190,diagonal,1.665353e-05
1622,cyz_231,231,off_diagonal,1.6619702e-05
3197,cyz_456,456,off_diagonal,1.657757e-05
2057,czz_293,293,diagonal,1.6545855e-05
959,w_137,137,weight,1.6542137e-05
221,cyy_31,31,diagonal,1.6536987e-05
1200,cxz_171,171,off_diagonal,1.6517533e-05
855,cxx_122,122,diagonal,1.6501903e-05
2218,czz_316,316,diagonal,1.648698e-05
3131,cxy_447,447,off_diagonal,1.6484253e-05
964,cyz_137,137,off_diagonal,1.6455097e-05
2220,cxx_317,317,diagonal,1.6355825e-05
3291,cxx_470,470,diagonal,1.6278169e-05
243,cyz_34,34,off_diagonal,1.6273609e-05
1448,czz_206,206,diagonal,1.6272876e-05
250,cyz_35,35,off_diagonal,1.6271824e-05
796,cyz_113,113,off_diagonal,1.6252394e-05
1894,cyy_270,270,diagonal,1.6236403e-05
1951,cyz_278,278,off_diagonal,1.623212e-05
459,cyy_65,65,diagonal,1.6222004e-05
3490,cyy_498,498,diagonal,1.622067e-05
2969,cxx_424,424,diagonal,1.621996e-05
2457,w_351,351,weight,1.6191561e-05
3163,czz_451,451,diagonal,1.6132892e-05
3401,czz_485,485,diagonal,1.6112619e-05
472,cxz_67,67,off_diagonal,1.6076045e-05
807,cxy_115,115,off_diagonal,1.6070193e-05
3040,cxy_434,434,off_diagonal,1.604672e-05
1437,cxy_205,205,off_diagonal,1.6039654e-05
2299,cxz_328,328,off_diagonal,1.6013048e-05
1246,w_178,178,weight,1.6001706e-05
1540,w_220,220,weight,1.5980208e-05
555,cxy_79,79,off_diagonal,1.5933418e-05
2059,cxx_294,294,diagonal,1.5926065e-05
683,cyy_97,97,diagonal,1.5924898e-05
2062,cyy_294,294,diagonal,1.58871e-05
13,czz_1,1,diagonal,1.5881467e-05
2793,w_399,399,weight,1.5880703e-05
74,cyy_10,10,diagonal,1.587829e-05
1736,w_248,248,weight,1.5859861e-05
559,czz_79,79,diagonal,1.5858832e-05
1970,cxz_281,281,off_diagonal,1.583116e-05
986,czz_140,140,diagonal,1.5827494e-05
339,cxz_48,48,off_diagonal,1.5791606e-05
447,czz_63,63,diagonal,1.5780939e-05
457,cxy_65,65,off_diagonal,1.5771531e-05
468,czz_66,66,diagonal,1.5762489e-05
3156,czz_450,450,diagonal,1.5757782e-05
605,cxz_86,86,off_diagonal,1.5736483e-05
774,cyy_110,110,diagonal,1.5688194e-05
1837,cxz_262,262,off_diagonal,1.5662921e-05
2938,cyz_419,419,off_diagonal,1.5658654e-05
666,cxx_95,95,diagonal,1.5625685e-05
3333,cxx_476,476,diagonal,1.560926e-05
830,cyy_118,118,diagonal,1.5517246e-05
285,cyz_40,40,off_diagonal,1.547709e-05
3097,cxz_442,442,off_diagonal,1.5438662e-05
2682,cxx_383,383,diagonal,1.5369114e-05
3203,cyy_457,457,diagonal,1.535094e-05
3154,cyy_450,450,diagonal,1.5318594e-05
1462,czz_208,208,diagonal,1.5317313e-05
1799,w_257,257,weight,1.5316919e-05
1882,czz_268,268,diagonal,1.5308598e-05
3081,cxx_440,440,diagonal,1.529098e-05
2087,cxx_298,298,diagonal,1.5287309e-05
993,czz_141,141,diagonal,1.527359e-05
2955,cxx_422,422,diagonal,1.5266687e-05
334,cyz_47,47,off_diagonal,1.5262016e-05
506,cxy_72,72,off_diagonal,1.52363955e-05
1788,cxz_255,255,off_diagonal,1.5235125e-05
1762,cyz_251,251,off_diagonal,1.5188857e-05
1218,w_174,174,weight,1.5176623e-05
2316,czz_330,330,diagonal,1.5159366e-05
214,cyy_30,30,diagonal,1.5138276e-05
1570,cxy_224,224,off_diagonal,1.5138141e-05
2183,czz_311,311,diagonal,1.51135855e-05
2871,cxx_410,410,diagonal,1.51078275e-05
2021,cyz_288,288,off_diagonal,1.5104022e-05
847,w_121,121,weight,1.5076829e-05
1068,cyy_152,152,diagonal,1.5070835e-05
1445,cxz_206,206,off_diagonal,1.504242e-05
949,cyy_135,135,diagonal,1.5036862e-05
510,czz_72,72,diagonal,1.5034829e-05
3380,czz_482,482,diagonal,1.5021012e-05
3435,cyz_490,490,off_diagonal,1.5016126e-05
3085,cyz_440,440,off_diagonal,1.5004986e-05
1647,cxy_235,235,off_diagonal,1.4984905e-05
213,cxz_30,30,off_diagonal,1.4973306e-05
2017,cxx_288,288,diagonal,1.49567195e-05
3436,czz_490,490,diagonal,1.493113e-05
2528,cxx_361,361,diagonal,1.4915966e-05
3272,cxz_467,467,off_diagonal,1.4881219e-05
1230,cyz_175,175,off_diagonal,1.48428435e-05
2580,cyy_368,368,diagonal,1.48173185e-05
3428,cyz_489,489,off_diagonal,1.48082745e-05
1519,w_217,217,weight,1.4804615e-05
1566,cyz_223,223,off_diagonal,1.4766534e-05
2869,czz_409,409,diagonal,1.47643395e-05
2833,cyz_404,404,off_diagonal,1.4748109e-05
1451,cxy_207,207,off_diagonal,1.4746286e-05
2460,cxz_351,351,off_diagonal,1.4612691e-05
1870,cxx_267,267,diagonal,1.4606741e-05
663,cyz_94,94,off_diagonal,1.4602926e-05
612,cxz_87,87,off_diagonal,1.4577176e-05
3316,cyz_473,473,off_diagonal,1.4546301e-05
335,czz_47,47,diagonal,1.4520313e-05
3488,cxy_498,498,off_diagonal,1.4513586e-05
1979,cyz_282,282,off_diagonal,1.450198e-05
2445,cxy_349,349,off_diagonal,1.4497807e-05
554,cxx_79,79,diagonal,1.4484001e-05
2544,cxz_363,363,off_diagonal,1.44816e-05
284,cyy_40,40,diagonal,1.4467538e-05
2743,czz_391,391,diagonal,1.4463256e-05
2598,cxx_371,371,diagonal,1.4461691e-05
2323,czz_331,331,diagonal,1.4394126e-05
481,cyz_68,68,off_diagonal,1.438377e-05
425,cyz_60,60,off_diagonal,1.43665875e-05
1733,cyy_247,247,diagonal,1.4337535e-05
1665,czz_237,237,diagonal,1.4287786e-05
2212,w_316,316,weight,1.4271275e-05
1302,w_186,186,weight,1.4259733e-05
714,w_102,102,weight,1.42562785e-05
2953,czz_421,421,diagonal,1.42057415e-05
2508,cxy_358,358,off_diagonal,1.4204993e-05
2776,cyy_396,396,diagonal,1.4120515e-05
2553,cyz_364,364,off_diagonal,1.4090947e-05
3359,czz_479,479,diagonal,1.40746815e-05
3166,cxy_452,452,off_diagonal,1.4074285e-05
2084,cyz_297,297,off_diagonal,1.407285e-05
430,cxz_61,61,off_diagonal,1.4053157e-05
3159,cxy_451,451,off_diagonal,1.4039051e-05
1754,cyy_250,250,diagonal,1.4026996e-05
104,czz_14,14,diagonal,1.3971616e-05
337,cxx_48,48,diagonal,1.3952397e-05
1527,cxx_218,218,diagonal,1.3947079e-05
3432,cxy_490,490,off_diagonal,1.3941101e-05
1684,cyy_240,240,diagonal,1.39402455e-05
797,czz_113,113,diagonal,1.3939975e-05
2866,cxz_409,409,off_diagonal,1.3928338e-05
1219,cxx_174,174,diagonal,1.3919805e-05
1383,cyy_197,197,diagonal,1.3904447e-05
1256,cxz_179,179,off_diagonal,1.3892772e-05
3495,cxy_499,499,off_diagonal,1.3856463e-05
872,cyy_124,124,diagonal,1.3824372e-05
3410,cxx_487,487,diagonal,1.38028e-05
2120,czz_302,302,diagonal,1.380276e-05
280,w_40,40,weight,1.3802666e-05
1049,czz_149,149,diagonal,1.3791934e-05
1605,cxy_229,229,off_diagonal,1.3761592e-05
1674,cxx_239,239,diagonal,1.37365005e-05
3385,cyy_483,483,diagonal,1.3730916e-05
2719,cxz_388,388,off_diagonal,1.3718421e-05
139,czz_19,19,diagonal,1.3693021e-05
820,cxx_117,117,diagonal,1.3678348e-05
2270,cxy_324,324,off_diagonal,1.3669967e-05
2698,cxz_385,385,off_diagonal,1.3659423e-05
145,cyz_20,20,off_diagonal,1.3656426e-05
152,cyz_21,21,off_diagonal,1.3601082e-05
2176,czz_310,310,diagonal,1.34627335e-05
2810,cxz_401,401,off_diagonal,1.3456014e-05
2089,cxz_298,298,off_diagonal,1.3449269e-05
1259,czz_179,179,diagonal,1.3439114e-05
1255,cxy_179,179,off_diagonal,1.3409723e-05
1716,cxx_245,245,diagonal,1.3389262e-05
2716,w_388,388,weight,1.3360451e-05
2897,czz_413,413,diagonal,1.3341744e-05
701,cxx_100,100,diagonal,1.3211355e-05
690,cyy_98,98,diagonal,1.3207631e-05
1729,w_247,247,weight,1.31948045e-05
915,cyz_130,130,off_diagonal,1.3148649e-05
1194,cyy_170,170,diagonal,1.3134791e-05
2251,cyy_321,321,diagonal,1.313364e-05
3023,czz_431,431,diagonal,1.3109332e-05
1438,cxz_205,205,off_diagonal,1.31068255e-05
66,cxz_9,9,off_diagonal,1.30713015e-05
1122,cxy_160,160,off_diagonal,1.305076e-05
1986,cyz_283,283,off_diagonal,1.3044911e-05
1040,cyy_148,148,diagonal,1.3026708e-05
1959,czz_279,279,diagonal,1.3015045e-05
2439,cxz_348,348,off_diagonal,1.300157e-05
489,czz_69,69,diagonal,1.2998421e-05
738,cxz_105,105,off_diagonal,1.2986167e-05
995,cxx_142,142,diagonal,1.2984538e-05
2707,cyz_386,386,off_diagonal,1.295926e-05
974,cxx_139,139,diagonal,1.2954879e-05
3256,cxx_465,465,diagonal,1.2954756e-05
3276,w_468,468,weight,1.2941181e-05
3487,cxx_498,498,diagonal,1.2915911e-05
1086,cxx_155,155,diagonal,1.2902944e-05
2920,cxx_417,417,diagonal,1.2841384e-05
1611,cxx_230,230,diagonal,1.2826715e-05
106,cxx_15,15,diagonal,1.27996755e-05
1988,w_284,284,weight,1.2757991e-05
227,cxz_32,32,off_diagonal,1.2754323e-05
1377,cyz_196,196,off_diagonal,1.2715694e-05
182,w_26,26,weight,1.2689238e-05
648,cyy_92,92,diagonal,1.2682156e-05
341,cyz_48,48,off_diagonal,1.2652852e-05
25,cyy_3,3,diagonal,1.2627443e-05
444,cxz_63,63,off_diagonal,1.2570801e-05
3001,cyz_428,428,off_diagonal,1.2568061e-05
766,cxz_109,109,off_diagonal,1.2564735e-05
2977,cxy_425,425,off_diagonal,1.2516828e-05
1014,czz_144,144,diagonal,1.2486113e-05
497,w_71,71,weight,1.2473583e-05
3407,cyz_486,486,off_diagonal,1.2452272e-05
877,cxy_125,125,off_diagonal,1.2414062e-05
2049,cyz_292,292,off_diagonal,1.2402054e-05
537,cyz_76,76,off_diagonal,1.2370881e-05
2082,cxz_297,297,off_diagonal,1.235899e-05
1430,cxy_204,204,off_diagonal,1.23528425e-05
1357,czz_193,193,diagonal,1.2329014e-05
2602,cyz_371,371,off_diagonal,1.2314017e-05
2603,czz_371,371,diagonal,1.2288497e-05
2802,cxy_400,400,off_diagonal,1.2257646e-05
1304,cxy_186,186,off_diagonal,1.2240166e-05
2382,cxy_340,340,off_diagonal,1.2222019e-05
2702,w_386,386,weight,1.220135e-05
2538,cyy_362,362,diagonal,1.2189823e-05
3141,cyz_448,448,off_diagonal,1.2144635e-05
11,cyy_1,1,diagonal,1.2143876e-05
1784,czz_254,254,diagonal,1.2116911e-05
98,w_14,14,weight,1.2072355e-05
1929,cyy_275,275,diagonal,1.2048825e-05
3358,cyz_479,479,off_diagonal,1.2044267e-05
471,cxy_67,67,off_diagonal,1.2043672e-05
866,cyz_123,123,off_diagonal,1.2040497e-05
2151,cxy_307,307,off_diagonal,1.202884e-05
417,cyy_59,59,diagonal,1.2021196e-05
1883,w_269,269,weight,1.20174045e-05
1298,cxz_185,185,off_diagonal,1.1992653e-05
3118,cxz_445,445,off_diagonal,1.1927507e-05
2260,czz_322,322,diagonal,1.1893221e-05
86,cxy_12,12,off_diagonal,1.18923235e-05
2411,cxz_344,344,off_diagonal,1.1880532e-05
1449,w_207,207,weight,1.1848665e-05
3306,cxy_472,472,off_diagonal,1.1837655e-05
1008,w_144,144,weight,1.1813774e-05
2854,cyz_407,407,off_diagonal,1.17733125e-05
2453,cxz_350,350,off_diagonal,1.1741595e-05
3466,cxx_495,495,diagonal,1.1692797e-05
3492,czz_498,498,diagonal,1.1679383e-05
562,cxy_80,80,off_diagonal,1.164787e-05
50,cxx_7,7,diagonal,1.1631578e-05
624,cxx_89,89,diagonal,1.16071515e-05
1234,cxy_176,176,off_diagonal,1.1583777e-05
438,cyy_62,62,diagonal,1.1577488e-05
72,cxy_10,10,off_diagonal,1.1575528e-05
1164,cxy_166,166,off_diagonal,1.1575378e-05
589,cxx_84,84,diagonal,1.1575349e-05
2973,cyz_424,424,off_diagonal,1.154316e-05
